gene_name	n_syn	n_mis	n_non	n_spl	exp_syn	exp_mis	exp_non	exp_spl	exp_syn_cv
AASDH	0	2	0	1	0.329058149595043	1.0308722008645	0.0937586286562097	0.0247163643939503	0.292748696603592
AASDHPPT	0	0	0	0	0.0867919637813019	0.327921306793425	0.0283374762436136	0.0116220468160819	0.101721842957879
AASS	0	0	1	0	0.268915494187645	0.896252562691308	0.0557551168058313	0.0433273285055529	0.327047810647844
AATF	0	0	0	0	0.193088177646913	0.608798414493842	0.047096410548333	0.0236525884531852	0.180362582004142
AATK	1	2	0	0	0.80070955680204	1.58442859629284	0.0702895547078791	0.0234193547396109	0.725502623472156
ABAT	0	1	0	0	0.247343451840692	0.534012272847517	0.0286143741691523	0.0281969676560715	0.189064059175268
ABCA1	1	2	0	0	0.929312944751988	2.16391708013782	0.142529929298739	0.100627233701337	0.867356673729482
ABCA10	1	1	0	0	0.443747024609906	1.42854295458564	0.120402138095884	0.0803600797041523	0.453518843639698
ABCA12	0	2	0	0	0.895721412435054	2.43265778653384	0.187927214716579	0.118595022234929	1.07519239259085
ABCA13	0	11	0	0	1.69950280278112	4.6955583449576	0.381288645676287	0.124503809268771	2.3306117014539
ABCA2	1	0	1	0	1.44073644164802	2.61916452892832	0.115796330970303	0.0867027804091627	1.03436919395679
ABCA3	2	1	0	0	0.974809578371868	1.74681650582953	0.0840760067361485	0.0553685292911408	0.777833165794937
ABCA4	1	3	0	0	0.984249126592824	2.21890863974226	0.142520476510496	0.102357313646032	1.12711989157709
ABCA5	1	0	0	0	0.429248211953202	1.4838243812115	0.138788380337201	0.0793576114707814	0.365172706679168
ABCA6	1	0	0	0	0.507715659869947	1.49189422993625	0.117685994219588	0.0884714454809122	0.548978072491904
ABCA7	0	1	0	0	1.16520387465947	2.2533265211576	0.104047794342995	0.0939932278570378	1.24029019864452
ABCA8	0	2	0	0	0.550001334233054	1.52678074204834	0.115185461314154	0.0829770074863459	0.583063286708234
ABCA9	0	2	0	0	0.548447747223496	1.50912184520499	0.129894685317092	0.0824348257763015	0.622906623005176
ABCB1	1	4	0	0	0.412976333299389	1.21270295280658	0.0912393791852215	0.060664602368608	0.365629123287036
ABCB10	1	1	0	0	0.350945326362247	0.789766998820467	0.048264328245307	0.0232809323407553	0.302944827134374
ABCB11	0	0	0	0	0.445587469850642	1.28530256481125	0.0984916259113779	0.059550661043244	0.545413011427453
ABCB4	0	1	0	0	0.462726628357274	1.21060029237205	0.100359478987398	0.0556231113410687	0.424518270373523
ABCB5	0	1	0	0	0.416726627641393	1.2223375488926	0.110333408660025	0.0617548496919533	0.528073140831128
ABCB6	1	1	0	0	0.404038057701674	0.875236391642951	0.0576820058656076	0.0362839053985978	0.33373627967297
ABCB7	2	1	0	0	0.26378658449382	0.716357978476731	0.0592508765375672	0.0332232896687149	0.33753032409831
ABCB8	1	1	0	0	0.371562664639912	0.743787554163232	0.0361486257045663	0.0298931417778003	0.294129357269131
ABCB9	2	0	0	0	0.441579981318669	0.782175688552214	0.0369285784231217	0.0235486912997546	0.336617211480353
ABCC1	2	0	0	0	0.871830249463401	1.5827866242672	0.0964098151086092	0.0605635172822653	0.900206589401482
ABCC10	2	2	0	0	0.667873880751887	1.38405434981687	0.0867770556876465	0.0365993478226233	0.51791345176742
ABCC11	3	2	0	0	0.639113841175119	1.33473717260395	0.0816432327031731	0.0616858906911542	0.686859188898782
ABCC12	1	0	0	0	0.605844640057988	1.34464272089877	0.0833902601481621	0.0638782407207587	0.710067413949856
ABCC2	0	1	0	0	0.626384322021547	1.45864415436434	0.106494654279374	0.0688304434073098	0.549349833949597
ABCC3	2	5	0	0	0.74422252051476	1.47004759871525	0.0791279523875037	0.0607225568290848	0.759118246656091
ABCC4	1	0	0	0	0.506221167531102	1.2914935101649	0.107181039914216	0.058496881403516	0.452598996374891
ABCC5	2	3	0	0	0.624626631718126	1.44894737555605	0.0977805399090539	0.0684447547687998	0.552050974769272
ABCC6	0	1	0	0	0.732658927348879	1.46241487122587	0.0839953556125744	0.0582797707276726	0.705916629974521
ABCC8	0	3	0	0	0.861597108293592	1.58291672340262	0.0848709265474436	0.0769043010778063	0.989503359513507
ABCC9	0	2	1	0	0.535822659578407	1.48309797127535	0.114276530198054	0.082904539641234	0.563982543508167
ABCD1	0	1	0	0	0.403565598056022	0.799330252751253	0.0415463329812498	0.0171110555021231	0.49112571148844
ABCD2	0	1	0	0	0.224063701853387	0.69625512796633	0.052981534775371	0.0189182775097004	0.250718529334955
ABCD3	0	1	0	0	0.220773429513052	0.69348968605762	0.0674282920281304	0.0519760919128733	0.243042241015311
ABCD4	1	0	0	0	0.323769748138845	0.604186334658468	0.035941266167437	0.0421796011660907	0.280250892035231
ABCE1	0	0	0	0	0.166142969367209	0.582957162005157	0.0497454652698821	0.0289019956926962	0.155850021254038
ABCF1	0	1	0	0	0.334384515216217	0.867565345174716	0.0689965999789901	0.0509975503979199	0.315951618333936
ABCF2	0	0	0	0	0.257019958933754	0.657547089578375	0.0490681516932561	0.0292741041735623	0.227610416689875
ABCF3	0	0	0	0	0.310324921614316	0.780991301873477	0.043989446203538	0.0397537727073625	0.287941384783727
ABCG1	2	0	0	0	0.432980894850468	0.835150381117062	0.0451561575840526	0.0260772812692946	0.399254353480343
ABCG2	0	0	1	0	0.241673697769726	0.626056436384338	0.0549262032457095	0.0319441144107503	0.27375457210211
ABCG4	0	0	0	0	0.349242612932999	0.634474291640005	0.0304528634046222	0.0206500249808612	0.348842463071049
ABCG5	0	1	0	0	0.311149638432519	0.661490652183996	0.0389888162183889	0.0263862178574766	0.308804689968338
ABCG8	2	2	0	0	0.346569598875	0.676679642402248	0.0417269997340235	0.0221471042933853	0.346401991506899
ABHD1	0	0	0	0	0.164452742831633	0.379178033182167	0.0251649722272262	0.0171684746310496	0.148837498586112
ABHD10	0	0	0	0	0.0956174294022637	0.317005739373782	0.0296063166020894	0.00812437147747854	0.0987136971006161
ABHD11	0	0	0	0	0.165881509840943	0.342283198890616	0.0155499057998386	0.00730261367333919	0.158224346444903
ABHD12	0	0	0	0	0.193206283829885	0.44944134981875	0.0297844348990066	0.0262066592200157	0.180115587593903
ABHD12B	0	1	0	0	0.130372555716849	0.346611746738006	0.0168092402178629	0.0262307269066051	0.149496849655656
ABHD13	1	0	0	0	0.0883138565372771	0.327458500465282	0.0283426211210347	0	0.0999908359810619
ABHD14A	0	1	0	0	0.123946403721655	0.253536510369927	0.0147769645871891	0.00856086829011787	0.0995941933636033
ABHD14A-ACY1	0	1	0	0	0.218901507748837	0.500092033125444	0.0243166915378208	0.0289666439417353	0.189758680253909
ABHD14B	0	0	0	0	0.0853062897400039	0.185497225952199	0.00961627992591741	0.00416564299681167	0.07016118634993
ABHD15	0	1	0	0	0.280916397110612	0.558001102242758	0.028042846246769	0.00159023582396056	0.227246395611372
ABHD16A	0	0	0	0	0.228942223516125	0.563990776998157	0.0383381990334488	0.040875585601068	0.18277738882577
ABHD16B	0	0	0	0	0.306535774008099	0.593749943134221	0.0247650086180822	0	0.2209553731033
ABHD17A	0	0	0	0	0.227572317848152	0.413313085584578	0.0163798317100047	0.00711650962796183	0.13142612746355
ABHD17B	0	0	0	0	0.0849176237012201	0.305846303679548	0.0248954967446436	0.00573471646106957	0.0818914374545266
ABHD17C	0	1	0	0	0.212142822477901	0.403655281468045	0.0162767991072562	0.00302008259265274	0.206330655361221
ABHD2	0	1	0	0	0.201943723608162	0.431215105002797	0.0237209730603487	0.0176106386920523	0.18145679534741
ABHD3	0	1	0	0	0.1434183503303	0.391646478893734	0.0309046911565914	0.0178622132396787	0.12808197423223
ABHD4	1	0	0	0	0.142683533906229	0.362631148444623	0.0297315618209942	0.0105491791520175	0.139648475413008
ABHD5	0	0	0	0	0.106080960018978	0.345083527889033	0.0340114931215468	0.00971603482327872	0.113314624118731
ABHD6	0	0	0	0	0.135889688700797	0.321127852286904	0.0214685551849094	0.0137129894883948	0.109585842026825
ABHD8	0	0	0	0	0.249178722149246	0.48669695241387	0.025440095249248	0.00581411298891086	0.240618808504544
ABI1	0	0	0	0	0.147117589480788	0.505323409682715	0.0413114263480495	0.0254199321971219	0.148048293462074
ABI2	0	1	0	0	0.150361254994349	0.531199107905116	0.0357279105831418	0.0214476812032988	0.135249952548032
ABI3	1	1	0	0	0.173980061779264	0.370343760048441	0.0185389840924669	0.0145250777299578	0.170024598283399
ABI3BP	2	4	0	0	0.530636703730858	1.77218703848637	0.143470472188311	0.114672771564806	0.600051640650476
ABL1	5	7	0	0	0.527991126152406	1.20298565185997	0.0691228706472162	0.0201185788592282	0.490292311967785
ABL2	0	1	0	0	0.394139883929252	1.15482302767353	0.0885688209646753	0.0260067790941995	0.361770570615155
ABLIM1	0	2	0	0	0.289409496414356	0.838792005896226	0.0560336739241987	0.0418518138990573	0.286570581722685
ABLIM2	0	1	0	0	0.291997817999066	0.694427280875176	0.043161732520894	0.0393081011970548	0.316496376911392
ABLIM3	0	3	0	0	0.2635045813354	0.718887969268157	0.0470115426037083	0.0476235713756572	0.256851807076901
ABR	0	1	0	0	0.460756906884297	0.887451045242818	0.0482749001018714	0.0497981432938547	0.369073026024493
ABRA	0	0	0	0	0.139219631469297	0.406298580106096	0.028902171611253	0.00168536738930924	0.141366448796695
ABRACL	0	0	0	0	0.0246440738773232	0.0873521162547336	0.00519232646348276	0.00290256488200204	0.020336722318061
ABT1	0	3	0	0	0.115517779309786	0.338755861502407	0.0170805340268787	0.00562645001382858	0.108139022971031
ABTB1	0	1	0	0	0.236005556328696	0.530229787518801	0.0279725587121155	0.0214262745415236	0.224033074870686
ABTB2	1	0	0	0	0.566859883274488	1.12212527795992	0.0532739427632988	0.0354262155128403	0.570924506177405
AC000003.2	0	0	0	0	0.0448148701856539	0.120000096669129	0.00486313724356758	0	0.0413812376900723
AC002365.1	1	0	0	0	0.0899157390993791	0.202992217656896	0.0164908832513914	0.00420709355333907	0.112914891455208
AC002398.9	0	0	0	0	0.0213241875718718	0.0506344869397511	0.00555729331579445	0.00441728671436739	0.0199376459900472
AC002451.1	0	0	0	0	0.0454351586762513	0.122447423967078	0.00715803699670548	0	0.0277507601256758
AC002472.1	0	0	0	0	0.0281185858091605	0.0641980255002466	0.00438155393362484	0.000974485450803725	0.0215060371901911
AC002472.13	1	2	0	0	0.173734410012605	0.384160787834647	0.0233148843336566	0.0179653689304183	0.176041771274063
AC002553.1	0	0	0	0	0.009369250358189	0.0246221460840499	0.00186337440429095	0.00535434925969536	0.00777829095975276
AC003002.4	0	0	0	0	0.0294313891425522	0.104749057585202	0.00954944668647544	0.00316433488945086	0.0279719045128234
AC003005.4	0	0	0	0	0.0300518686407538	0.060509705634538	0.00464822489429249	0.00307591063848744	0.0305133748725368
AC003043.1	0	0	0	0	0.00650011058293255	0.0217692275331071	0.00155793133845985	0.00286297639790946	0.00607918391974448
AC003101.1	0	0	0	0	0.0520921967443395	0.128861132744949	0.0103424492573006	0.00327379383267609	0.0510559067416221
AC003102.1	0	0	0	0	0.0127936878379254	0.0370378120522005	0.00264824719119226	0	0.0124979101595969
AC004017.1	0	0	0	0	0.0411178421064307	0.0883212495818862	0.00530490500907635	0	0.0430879581615105
AC004076.9	1	0	0	0	0.0473920183422631	0.12939864924161	0.00942877079538627	0.00902351889843068	0.0542137436955666
AC004381.6	0	0	0	0	0.268758143452225	0.739777115888879	0.0524222699149862	0.0410824815665487	0.267714086092269
AC004466.1	0	0	0	0	0.0492819353153556	0.139156958932706	0.00853877928784343	0	0.0438478767546206
AC004528.1	0	0	0	0	0.0109751529553435	0.0183662166810952	0.00201355482957752	0.0013148083567027	0.010191458738065
AC004817.1	1	0	0	0	0.0461145813054786	0.132764339420573	0.0092993307628053	0	0.0557200134845486
AC004824.2	0	0	0	0	0.0448702152166415	0.105127587657933	0.00736327352893566	0.0112879731581948	0.0467077758891668
AC004899.1	0	0	0	0	0.082541281508396	0.175040021265022	0.00893748190996424	0	0.0634643266533269
AC005003.1	0	0	0	0	0.0708899272501057	0.156974835774499	0.00348341896975877	0	0.0581187734931133
AC005008.2	0	0	0	0	0.0341140329682028	0.104089048192194	0.0106635859687598	0.0058907595603608	0.0482573230933764
AC005082.1	0	0	0	0	0.0303517524160243	0.0775881989427622	0.00608502725189151	0.00384235130901723	0.0272017643074925
AC005358.1	0	2	0	0	0.254935299523978	0.665625003559064	0.055828987689912	0.0152982390604294	0.284561662157562
AC005477.1	0	0	0	0	0.0364216320636293	0.119239038735847	0.00819597160873741	0	0.0521263539540474
AC005481.5	0	0	0	0	0.0560888284292908	0.132898611813856	0.00929518138325563	0.00195992951591939	0.0539527100677879
AC005488.1	0	0	0	0	0.00931305058827365	0.0244413249731101	0.00303164765015883	0.00432100696110942	0.00226075896228268
AC005493.1	0	0	0	0	0.0130386210318859	0.0230768200038182	0.00299299239880219	0.00766552096798784	0.0188376700890417
AC005544.1	0	2	0	0	0.0867082519008871	0.214453821168995	0.0164745431325702	0.00490806180602571	0.093151367371915
AC005549.3	0	0	0	0	0.012484791435626	0.020844857834377	0.000792605017650646	0.0028520608965399	0.0191837557717179
AC005606.1	0	0	0	0	0.0106612940590517	0.036090161609468	0.0032519425938059	0	0.0128323153076833
AC005609.1	0	0	0	0	0.137529122759546	0.226524503426805	0.00682242746811671	0	0.169283302913931
AC005779.2	0	0	0	0	0.0176868463267663	0.0378329186903259	0.000607281229715644	0	0.0137514963739035
AC005841.1	0	0	0	0	0.140119211239178	0.300348427250158	0.0158306585762024	0.00563944597616927	0.110057048788615
AC006014.1	0	0	0	0	0.00931305058827365	0.0244413249731101	0.00303164765015883	0.00432100696110942	0.00241737745219251
AC006116.20	0	0	0	0	0.0328004231235521	0.0608786632243339	0.0043054290918914	0.00445672817978558	0.0322013684796981
AC006126.3	0	1	0	0	0.0300488689264998	0.0882465887219201	0.00748816800118092	0.00160000982388871	0.0288963084355042
AC006156.1	0	0	0	0	0.110099230945702	0.260068014366348	0.0182473332361906	0.0212344288761709	0.0339095184123618
AC006372.1	0	0	0	0	0.055476011825617	0.164299628351499	0.0143204617104662	0	0.0751593514602357
AC006435.1	0	0	0	0	0.0556548656644875	0.172873512114132	0.0148824054179428	0.00334018867572551	0.0421242737068898
AC006449.1	0	0	0	0	0.0501523191647481	0.117144906084671	0.00724062438213602	0	0.0439482879696344
AC006455.1	0	0	0	0	0.0925776903021533	0.205765134962068	0.0073423023826288	0	0.0247127041036983
AC006486.1	0	0	0	0	0.0727233275082563	0.1710487063784	0.0116011573725569	0	0.0561096540351805
AC006486.9	0	0	0	0	0.0810278195597318	0.168035499134497	0.00864288074330907	0.00982872115905098	0.0720649616298576
AC006547.14	0	0	0	0	0.0908550674050075	0.2091257254444	0.0157156222023561	0.00837640641083733	0.0646671698374921
AC006946.15	0	0	0	0	0.0360452042212898	0.109168366751981	0.0119373835116893	0.00566223757542701	0.0307188457424928
AC006967.1	0	0	0	0	0.0512344231042422	0.133935946902878	0.00993394502339461	0	0.0549962090858101
AC007040.11	0	0	1	0	0.0974823220421955	0.18614474401089	0.012970185170104	0.0126699031471783	0.0790387582652936
AC007204.1	0	0	0	0	0.0284462194739803	0.0759771275026922	0.00363762558293267	0.00513863427514817	0.0314128606372272
AC007216.2	0	0	0	0	0.0184246967981009	0.0486653145103501	0.0043094474178706	0.00283007788591156	0.00802928072190505
AC007375.1	1	0	0	0	0.0788901185718916	0.186864114898852	0.00946761306061845	0	0.084693813656153
AC007377.1	0	0	0	0	0.00417259755239705	0.0149388917593745	0.000840091478114786	0.0025461121679926	0.00383741125708144
AC007382.1	0	0	0	0	0.0204368334290202	0.0587973548967401	0.00826228381173114	0	0.0260300588605486
AC007401.2	0	1	0	0	0.0228872742009455	0.0748863663087238	0.0108082951495822	0.00281901669717522	0.0212261826438428
AC007421.1	0	0	0	0	0.00201220899395294	0.00408079571098848	4.29578643846314e-05	0	0.00212354359852556
AC007461.1	0	0	0	0	0.0208380067763458	0.0435573411740647	0.00122709990851128	0	0.0305654906400115
AC007557.1	0	0	0	0	0.0352070158563397	0.0897106751001649	0.00661856565066478	0.00146196827764953	0.0316436349519657
AC007773.3	0	0	0	0	0.0132914499471934	0.0314302504321618	0.000401657683974264	0	0.0189911346452023
AC007919.2	0	0	0	0	0.0247346721952725	0.072701218436622	0.00809142887778415	0	0.0224553182743194
AC007952.1	0	0	0	0	0.00982022972797745	0.0345860998028201	0.00300796628254621	0.00480507212644738	0.00260868386686376
AC007952.5	0	0	0	0	0.0711538382752841	0.157892680615802	0.0111519845770267	0.00280924269724707	0.0392329381671012
AC007952.6	0	0	0	0	0.063981980512257	0.142333034358495	0.00993702308860572	0.00280924269724707	0.0170506563192547
AC007956.1	0	0	0	0	0.0563232014125399	0.144019650184812	0.00970256600025817	0.00763338974292363	0.0580972280065334
AC007965.1	0	0	0	0	0.00476322038371307	0.0220211436637499	0.00205929116298619	0.00521124278007402	0.00128326489647013
AC008060.7	0	1	0	0	0.0516858710019577	0.135156817047099	0.00833833716509551	0.00157228968489659	0.0518286807961637
AC008132.1	0	0	0	0	0.0459966182475469	0.136310495743125	0.00783972844369239	0.0148764543863199	0.0197987042083006
AC008132.13	0	0	0	0	0.180584869540677	0.466549055628314	0.0340100629160624	0	0.0743341572326038
AC008267.1	0	0	0	0	0.0320708689227352	0.0580248421555137	0.00344256681932835	0	0.0131430437664441
AC008372.1	0	0	0	0	0.00509338701985618	0.0141195436196368	0.000639037039739111	0.00153568704856012	0.00618721360147932
AC008387.1	0	0	0	0	0.00175763286521518	0.00889433079592403	0.000501456387420908	0.00113743468061746	0.00173205919485623
AC008394.1	0	1	0	0	0.0503164866670325	0.142911176052027	0.0100187624640028	0.00162762450086743	0.0534282178646739
AC008443.1	0	0	0	0	0.0390677525654533	0.121289087516392	0.012439341853034	0	0.0532725113049686
AC008498.1	0	0	0	0	0.0179039034546201	0.0667289331722129	0.00614143806202094	0	0.0149206212983229
AC008686.1	0	0	0	0	0.0426985950592813	0.120204247379229	0.0083182703376814	0.0130844260366699	0.0418449277004281
AC008914.1	0	0	0	0	0.00558553469103515	0.0179564531165663	0.000911127820206916	0.00140031724910635	0.00252121457288626
AC008948.1	0	0	0	0	0.0279703491529183	0.0769725057859302	0.00472561909248779	0	0.0332041272139722
AC008964.1	0	0	0	0	0.0168669624937906	0.052159641490972	0.0063235483300194	0	0.0128379627868865
AC009041.2	0	0	0	0	0.00906521819657448	0.0161600285554306	0.00121474386988668	0.00481090989885002	0.00506349464879575
AC009060.1	0	0	0	0	0.0487594025548508	0.122039647944434	0.00651411153422456	0	0.0132796066216923
AC009065.1	0	0	0	0	0.0744130830397044	0.192678236634798	0.0122654855666965	0.00378376560646968	0.0631988457298433
AC009365.3	0	0	0	0	0.0474805959059122	0.155513028635328	0.0125282401711657	0.00173103366736533	0.0519528191606025
AC009403.2	0	0	0	0	0.0309093573457123	0.0807625536727378	0.00684765592146894	0.00333149397479907	0.0327795919508525
AC009802.1	0	0	0	0	0.00771067266785165	0.0272920082860745	0.00252980595718697	0.00150710651133837	0.00888298557746556
AC009892.10	0	0	0	0	0.0293292597709158	0.0606625620409277	0.00433664045978041	0.00273711654884801	0.0297492071136312
AC009977.1	0	0	0	0	0.0127023972345789	0.0294868938008343	0.00155919016330895	0.00303852399374071	0.00489523960540657
AC010327.2	0	0	0	0	0.112432842718125	0.269826717810229	0.0184728984542839	0	0.0938551094063032
AC010336.1	0	0	0	0	0.129155480795923	0.262613184398762	0.0139590208813362	0	0.129306422501261
AC010368.2	0	0	0	0	0.00298238565158429	0.0185117022372268	0.00222546269808784	0.00139490879636554	0.00464712255872622
AC010441.1	0	0	0	0	0.0734723032610895	0.171381280784984	0.00773959301849217	0.00278948717758939	0.0887329125741763
AC010536.1	0	0	0	0	0.104380688663846	0.277444657100225	0.019883966584892	0	0.0812531472801802
AC010547.9	0	0	0	0	0.0380615559119244	0.082363484164426	0.00612718760823147	0.00481346840848897	0.0292953302093486
AC010642.1	0	0	0	0	0.0844169649161416	0.182196925095968	0.00914485584683742	0	0.0829360389137306
AC010760.1	0	0	0	0	0.00385011021686947	0.00916324693359633	0.0004266496966166	0.00205946542563092	0.004432452906884
AC010877.1	0	0	0	0	0.0312620540880612	0.0919608587187288	0.00837966663925657	0.0113646079535123	0.0111928712053633
AC011294.3	0	0	0	0	0.0226864496628472	0.110006296735641	0.00901555996341271	0.00569205205959144	0.0301691107983356
AC011298.1	0	0	0	0	0.0299604213273117	0.0765120283952454	0.00710858911514358	0	0.0112953639119011
AC011308.1	0	0	0	0	0.00282104853053687	0.00993968893219442	0.00113633192409145	0.00138078145172936	0.00262981141004414
AC011366.3	0	0	0	0	0.0133803814175614	0.0402457911023665	0.00277632113010187	0.00154763919514733	0.0134011468975382
AC011475.1	0	0	0	0	0.0108692999049567	0.0250054846280143	0.000419436180930111	0.00485980264097002	0.0070238498002647
AC011484.1	0	0	0	0	0.127904504995247	0.2432470281853	0.0109414051409987	0	0.130620816849527
AC011500.1	0	0	0	0	0.0527532828061813	0.153985475341547	0.00631667397557652	0.00445499358522756	0.0481505609262793
AC011530.4	0	0	0	0	0.0701161901827124	0.117381031732543	0.00632414389803076	0.00459237227754933	0.0628684412795192
AC011551.3	0	1	0	0	0.0460504087645799	0.135174948918621	0.0102798083912309	0.00596926671250816	0.0472737592139791
AC011755.1	0	1	0	0	0.0385461977023557	0.11458473024197	0.0104157739544241	0	0.0502009674423038
AC011897.1	0	0	0	0	0.0745142410010938	0.166099467849263	0.0130629623170676	0.00276176703859727	0.0877889398173722
AC011997.1	1	0	0	0	0.0345474850190648	0.0887970031500059	0.00961983450014648	0.00591072682686626	0.0373252902378893
AC012067.1	0	0	0	0	0.00382013350023139	0.0119936585468374	0.00137151519905738	0.00139697253914085	0.00175345389731887
AC012123.1	0	0	0	0	0.112515398876406	0.237736697017796	0.0131622824656918	0.00406829006955888	0.128411714011462
AC012215.1	0	1	0	0	0.0411682632540531	0.12093650774368	0.0147909943973302	0	0.0778620547064365
AC012313.1	2	0	0	0	0.227926880526967	0.427865361841089	0.0119085333163247	0	0.219534444441011
AC012360.1	0	0	0	0	0.0025319261020094	0.00542710763803952	0.000812931836105718	0.00163789173065945	0.00205396584384251
AC012360.2	0	0	0	0	0.0150218950706459	0.0323157362269717	0.00184435716523805	0	0.0126282052883685
AC012414.1	0	0	0	0	0.0983080674920459	0.248606757554106	0.0129795083769939	0	0.0603629440906994
AC012485.1	0	0	0	0	0.00794437001523748	0.0232979313908389	0.00252446041810042	0.00168319817922174	0.00829928086220362
AC012493.2	0	0	0	0	0.0299064471268255	0.0948711850444653	0.00652826423693187	0	0.0411981920606118
AC013269.5	0	0	0	0	0.0687258725911115	0.148695115918073	0.00898635622832597	0.00463821880365451	0.0203392026237159
AC013449.1	0	0	0	0	0.0644550232567384	0.144772515089755	0.00780998609942379	0	0.057944544721045
AC013468.1	0	0	0	0	0.0106792025656507	0.0119562918453182	0.000680804036784614	0.0014395395512827	0.00568969156987152
AC013469.1	0	0	0	0	0.00853948676100832	0.0178799986176606	0.000345980612720389	0.00113043355715287	0.00911694201376223
AC015660.1	0	0	0	0	0.0149169154331522	0.0424756577366058	0.00228812784496895	0	0.0165422768559063
AC015688.3	0	0	0	0	0.0300022117768646	0.0872583214583471	0.00519371442674489	0	0.031151710414678
AC015987.2	0	0	0	0	0.0233324106492005	0.0748153379043179	0.00829278214090056	0	0.0260220562859812
AC015989.1	0	0	0	0	0.0044630997984273	0.016040705821364	0.00205522017625705	0.00131225937547253	0.00520408337534445
AC015989.2	0	0	0	0	0.028572564046538	0.0854483577762887	0.00685188577311825	0	0.0396530471791693
AC016251.1	0	0	0	0	0.040142924891415	0.114246226493497	0.0102392043188333	0	0.0413455634024369
AC016559.1	0	0	0	0	0.0218678640649607	0.0633357505479021	0.0056556429792713	0	0.0209756887558865
AC016586.1	0	0	0	0	0.0511030773271901	0.131244395539731	0.0114873923340162	0	0.0461974197037991
AC016745.1	0	0	0	0	0.0404754013920684	0.148079775855804	0.0110133437281158	0	0.0144113300354866
AC016752.1	0	0	0	0	0.00476322038371307	0.0220211436637499	0.00205929116298619	0.00521124278007402	0.00127507862502819
AC016757.3	0	1	0	0	0.0658220776764279	0.171824080919552	0.00879757861418928	0.00555125421618666	0.0697239203380489
AC016885.1	0	1	0	0	0.0814418373285795	0.16646251855377	0.011323483404564	0.00277887684240318	0.102816094402307
AC017028.1	0	0	0	0	0.0292716732053823	0.0884522236684007	0.00638509313863939	0.00268964089019821	0.0177388289349287
AC017081.1	0	0	0	0	0.0454750336964608	0.12407672085864	0.00733212992356315	0	0.0131349295776463
AC018445.1	0	0	0	0	0.0287193833082128	0.0853618143795888	0.00555837270340587	0	0.0227836088502746
AC018470.1	0	1	0	0	0.279156744307863	0.715359640156189	0.0577786639466964	0	0.277691326950113
AC018512.1	0	0	0	0	0.00122206016098995	0.0101930448780515	0.00189478198409607	0.00125563697270832	0.000437159712010447
